"calf_id","calf_sex","weight","sample_week","agro_ecological_zones"
"CA031410408","F","NA",36,"Simur East (14)"
"CA031410415","M","25.5",11,"Simur East (14)"
"CA031410407","M","NA",36,"Simur East (14)"
"CA010210049","M","46",31,"Kidera (2)"
"CA010210045","F","NA",46,"Kidera (2)"
"CA010210054","F","27.5",16,"Kidera (2)"
"CA010210053","F","29",16,"Kidera (2)"
"CA010210056","M","37.5",6,"Kidera (2)"
"CA010210055","M","35",11,"Kidera (2)"
"CA031010292","M","55",21,"Bukati (10)"
"CA031010298","F","30",6,"Bukati (10)"
"CA031010293","M","44",21,"Bukati (10)"
"CA031010286","F","NA",46,"Bukati (10)"
"CA031010287","M","NA",36,"Bukati (10)"
"CA031010290","F","39.5",31,"Bukati (10)"
"CA031010296","M","35",6,"Bukati (10)"
"CA020510138","M","NA",36,"Kamunuoit (5)"
"CA020510136","F","NA",46,"Kamunuoit (5)"
"CA020510143","F","31",16,"Kamunuoit (5)"
"CA020510147","M","22",6,"Kamunuoit (5)"
"CA020510145","M","17",6,"Kamunuoit (5)"
"CA031110321","M","35",21,"Ikonzo (11)"
"CA031110325","F","17.5",11,"Ikonzo (11)"
"CA031110322","F","42",21,"Ikonzo (11)"
"CA030810234","M","29.5",16,"Igero (8)"
"CA030810231","F","39",26,"Igero (8)"
"CA030810229","M","52",31,"Igero (8)"
"CA030810236","M","32",6,"Igero (8)"
"CA030810227","M","NA",46,"Igero (8)"
"CA030810235","F","40.5",11,"Igero (8)"
"CA030810228","M","NA",41,"Igero (8)"
"CA031310383","F","43",16,"Yiro West (13)"
"CA031310387","F","41",11,"Yiro West (13)"
"CA031110318","M","NA",36,"Ikonzo (11)"
"CA031110319","M","50.5",31,"Ikonzo (11)"
"CA031110320","M","45",26,"Ikonzo (11)"
"CA031110326","M","33",6,"Ikonzo (11)"
"CA030810238","F","30",6,"Igero (8)"
"CA041510445","F","31",6,"Namboboto (15)"
"CA041510436","M","NA",36,"Namboboto (15)"
"CA052010591","F","25",21,"Magombe East (20)"
"CA052010584","F","63.5",51,"Magombe East (20)"
"CA052010592","F","27",21,"Magombe East (20)"
"CA052010593","M","36",16,"Magombe East (20)"
"CA020510134","M","61",51,"Kamunuoit (5)"
"CA020510141","M","40",26,"Kamunuoit (5)"
"CA020510139","F","43",31,"Kamunuoit (5)"
"CA020510144","F","33",16,"Kamunuoit (5)"
"CA020510135","M","NA",46,"Kamunuoit (5)"
"CA031110315","F","NA",46,"Ikonzo (11)"
"CA031110323","F","41",21,"Ikonzo (11)"
"CA031110316","M","NA",46,"Ikonzo (11)"
"CA031110324","M","33",16,"Ikonzo (11)"
"CA031110328","M","25",6,"Ikonzo (11)"
"CA031110327","M","26",6,"Ikonzo (11)"
"CA030810226","M","NA",46,"Igero (8)"
"CA030810230","F","44",31,"Igero (8)"
"CA030810233","M","45",21,"Igero (8)"
"CA030810232","F","49",26,"Igero (8)"
"CA030810237","F","27",6,"Igero (8)"
"CA031310380","M","NA",36,"Yiro West (13)"
"CA031310385","F","35",16,"Yiro West (13)"
"CA031310376","M","NA",46,"Yiro West (13)"
"CA031310388","M","23",6,"Yiro West (13)"
"CA031310382","F","38",26,"Yiro West (13)"
"CA010110017","F","86",51,"East Siboti (1)"
"CA010110023","F","51",26,"East Siboti (1)"
"CA010110018","F","NA",46,"East Siboti (1)"
"CA010110025","F","18",21,"East Siboti (1)"
"CA010110029","M","25",6,"East Siboti (1)"
"CA020610167","M","79.5",51,"Karisa (6)"
"CA020610170","F","NA",36,"Karisa (6)"
"CA020610169","F","NA",41,"Karisa (6)"
"CA020610177","F","45",16,"Karisa (6)"
"CA020610174","M","55",21,"Karisa (6)"
"CA020610166","F","82",51,"Karisa (6)"
"CA031210346","F","45",31,"Bumala A (12)"
"CA031210354","F","31",11,"Bumala A (12)"
"CA031210343","M","NA",46,"Bumala A (12)"
"CA041610470","F","41",31,"Ojwando B (16)"
"CA041610473","F","41",16,"Ojwando B (16)"
"CA041610468","M","NA",36,"Ojwando B (16)"
"CA041610478","M","17",6,"Ojwando B (16)"
"CA041610477","M","34",6,"Ojwando B (16)"
"CA020410106","F","33",51,"Mabusi (4)"
"CA020410105","M","50",51,"Mabusi (4)"
"CA020410109","M","NA",41,"Mabusi (4)"
"CA020410113","M","42",21,"Mabusi (4)"
"CA020410107","M","NA",46,"Mabusi (4)"
"CA020410110","F","NA",36,"Mabusi (4)"
"CA030710198","F","NA",46,"Otimong (7)"
"CA030710196","M","54.5",51,"Otimong (7)"
"CA030710204","M","28",26,"Otimong (7)"
"CA030710197","M","98",51,"Otimong (7)"
"CA051910554","F","54",51,"Bujwanga (19)"
"CA051910569","M","30",21,"Bujwanga (19)"
"CA051910555","F","NA",46,"Bujwanga (19)"
"CA051910562","M","41",16,"Bujwanga (19)"
"CA041710498","F","NA",36,"Kodiere (17)"
"CA041710495","M","54.5",51,"Kodiere (17)"
"CA041710500","F","57",31,"Kodiere (17)"
"CA041710507","M","18",6,"Kodiere (17)"
"CA010310074","M","76",51,"Kokare (3)"
"CA010310075","M","NA",46,"Kokare (3)"
"CA010310083","F","30",21,"Kokare (3)"
"CA010310084","F","32",16,"Kokare (3)"
"CA010310088","M","28",6,"Kokare (3)"
"CA010310085","M","25",6,"Kokare (3)"
"CA030910255","M","57",51,"Bulwani (9)"
"CA030910264","F","36",16,"Bulwani (9)"
"CA030910267","F","21",11,"Bulwani (9)"
"CA031310384","M","24",16,"Yiro West (13)"
"CA031310386","M","27.5",11,"Yiro West (13)"
"CA031310378","M","NA",41,"Yiro West (13)"
"CA031310379","F","NA",36,"Yiro West (13)"
"CA010110019","M","NA",41,"East Siboti (1)"
"CA010110021","M","NA",36,"East Siboti (1)"
"CA010110027","F","36",16,"East Siboti (1)"
"CA010110022","F","63",31,"East Siboti (1)"
"CA010110026","M","50.5",16,"East Siboti (1)"
"CA010110020","M","NA",41,"East Siboti (1)"
"CA010110024","M","36",21,"East Siboti (1)"
"CA020610175","F","59",26,"Karisa (6)"
"CA020610176","M","45",16,"Karisa (6)"
"CA020610173","M","67",26,"Karisa (6)"
"CA020610171","M","NA",36,"Karisa (6)"
"CA020610178","F","33",11,"Karisa (6)"
"CA020610179","M","24",6,"Karisa (6)"
"CA031210347","M","63",31,"Bumala A (12)"
"CA031210355","F","32",6,"Bumala A (12)"
"CA031210349","M","51.5",26,"Bumala A (12)"
"CA031210351","F","39",16,"Bumala A (12)"
"CA031210345","F","NA",36,"Bumala A (12)"
"CA031210348","F","59.5",26,"Bumala A (12)"
"CA041610471","F","35.5",21,"Ojwando B (16)"
"CA041610472","F","64",21,"Ojwando B (16)"
"CA020410116","F","47",16,"Mabusi (4)"
"CA041610476","M","25",6,"Ojwando B (16)"
"CA041610466","F","NA",41,"Ojwando B (16)"
"CA020410108","M","NA",41,"Mabusi (4)"
"CA020410114","F","67",21,"Mabusi (4)"
"CA020410111","M","71",31,"Mabusi (4)"
"CA020410112","M","34",26,"Mabusi (4)"
"CA020410118","M","29",6,"Mabusi (4)"
"CA020410119","M","30",6,"Mabusi (4)"
"CA030710208","F","40",11,"Otimong (7)"
"CA030710207","F","35",11,"Otimong (7)"
"CA030710206","F","41",16,"Otimong (7)"
"CA030710205","M","33",21,"Otimong (7)"
"CA030710202","M","44",31,"Otimong (7)"
"CA030710200","F","NA",36,"Otimong (7)"
"CA051910559","F","52",31,"Bujwanga (19)"
"CA051910558","M","NA",36,"Bujwanga (19)"
"CA051910565","M","28",11,"Bujwanga (19)"
"CA051910561","M","34",26,"Bujwanga (19)"
"CA041710501","M","45.5",31,"Kodiere (17)"
"CA041710499","M","NA",36,"Kodiere (17)"
"CA041710506","M","17.5",11,"Kodiere (17)"
"CA010310079","F","NA",36,"Kokare (3)"
"CA010310076","F","NA",41,"Kokare (3)"
"CA010310077","F","NA",41,"Kokare (3)"
"CA010310078","F","NA",36,"Kokare (3)"
"CA010310087","M","23",6,"Kokare (3)"
"CA010310081","M","37",31,"Kokare (3)"
"CA010310086","F","21",6,"Kokare (3)"
"CA030910265","F","41",11,"Bulwani (9)"
"CA030910260","M","38",31,"Bulwani (9)"
"CA030910261","M","35",26,"Bulwani (9)"
"CA030910263","F","40.5",21,"Bulwani (9)"
"CA030910262","M","42",21,"Bulwani (9)"
"CA051810530","F","39",31,"Luanda (18)"
"CA051810529","F","NA",36,"Luanda (18)"
"CA051810526","F","NA",41,"Luanda (18)"
"CA051810535","M","29",11,"Luanda (18)"
"CA031410412","M","29",26,"Simur East (14)"
"CA031410411","F","48",26,"Simur East (14)"
"CA031410408","F","NA",41,"Simur East (14)"
"CA031410415","M","28.5",16,"Simur East (14)"
"CA031410407","M","NA",41,"Simur East (14)"
"CA031410406","M","NA",46,"Simur East (14)"
"CA010210049","M","NA",36,"Kidera (2)"
"CA010210053","F","33",21,"Kidera (2)"
"CA010210058","M","31",6,"Kidera (2)"
"CA010210050","M","NA",36,"Kidera (2)"
"CA010210051","M","73",26,"Kidera (2)"
"CA010210056","M","43",11,"Kidera (2)"
"CA010210055","M","37",16,"Kidera (2)"
"CA031010292","M","52",26,"Bukati (10)"
"CA031010298","F","41",11,"Bukati (10)"
"CA031010289","M","NA",36,"Bukati (10)"
"CA031010294","F","44",21,"Bukati (10)"
"CA031010293","M","48",26,"Bukati (10)"
"CA031010287","M","NA",41,"Bukati (10)"
"CA031010290","F","NA",36,"Bukati (10)"
"CA031010296","M","41",11,"Bukati (10)"
"CA052010592","F","29",26,"Magombe East (20)"
"CA052010593","M","35",21,"Magombe East (20)"
"CA020510139","F","NA",36,"Kamunuoit (5)"
"CA052010591","F","33",26,"Magombe East (20)"
"CA041510445","F","40",11,"Namboboto (15)"
"CA041510436","M","NA",41,"Namboboto (15)"
"CA020510138","M","NA",41,"Kamunuoit (5)"
"CA010210055","M","NA",16.8571428571429,"Kidera (2)"
"CA020510141","M","48",31,"Kamunuoit (5)"
"CA020510143","F","34",21,"Kamunuoit (5)"
"CA020510147","M","30",11,"Kamunuoit (5)"
"CA020510148","M","22",6,"Kamunuoit (5)"
"CA020510145","M","23",11,"Kamunuoit (5)"
"CA031110321","M","37",26,"Ikonzo (11)"
"CA031110325","F","22",16,"Ikonzo (11)"
"CA031110327","M","25",11,"Ikonzo (11)"
"CA031110318","M","NA",41,"Ikonzo (11)"
"CA031110319","M","NA",36,"Ikonzo (11)"
"CA031110320","M","52",31,"Ikonzo (11)"
"CA031110322","F","45",26,"Ikonzo (11)"
"CA031110326","M","37",11,"Ikonzo (11)"
"CA030810238","F","36",11,"Igero (8)"
"CA030810234","M","31",21,"Igero (8)"
"CA030810231","F","45",31,"Igero (8)"
"CA030810229","M","NA",36,"Igero (8)"
"CA030810236","M","37",11,"Igero (8)"
"CA030810235","F","54",16,"Igero (8)"
"CA030810228","M","NA",46,"Igero (8)"
"CA031310379","F","NA",41,"Yiro West (13)"
"CA031310378","M","NA",46,"Yiro West (13)"
"CA031310384","M","25",21,"Yiro West (13)"
"CA031310386","M","36",16,"Yiro West (13)"
"CA031310383","F","44",21,"Yiro West (13)"
"CA010110019","M","NA",46,"East Siboti (1)"
"CA010110021","M","NA",41,"East Siboti (1)"
"CA010110022","F","NA",36,"East Siboti (1)"
"CA010110026","M","56",21,"East Siboti (1)"
"CA010110020","M","NA",46,"East Siboti (1)"
"CA010110024","M","40",26,"East Siboti (1)"
"CA020610176","M","31",21,"Karisa (6)"
"CA020610175","F","62",31,"Karisa (6)"
"CA020610173","M","67",31,"Karisa (6)"
"CA020610171","M","NA",41,"Karisa (6)"
"CA020610178","F","39",16,"Karisa (6)"
"CA020610179","M","28",11,"Karisa (6)"
"CA031210347","M","NA",36,"Bumala A (12)"
"CA031210355","F","34",11,"Bumala A (12)"
"CA031210349","M","58",31,"Bumala A (12)"
"CA031210351","F","46",21,"Bumala A (12)"
"CA041610471","F","38",26,"Ojwando B (16)"
"CA031210345","F","NA",41,"Bumala A (12)"
"CA041610476","M","27",11,"Ojwando B (16)"
"CA041610472","F","74",26,"Ojwando B (16)"
"CA020410116","F","54",21,"Mabusi (4)"
"CA020410108","M","NA",46,"Mabusi (4)"
"CA020410114","F","66",26,"Mabusi (4)"
"CA020410111","M","NA",36,"Mabusi (4)"
"CA020410112","M","40",31,"Mabusi (4)"
"CA020410118","M","37",11,"Mabusi (4)"
"CA030710208","F","51",16,"Otimong (7)"
"CA030710207","F","40",16,"Otimong (7)"
"CA030710202","M","NA",36,"Otimong (7)"
"CA030710200","F","NA",41,"Otimong (7)"
"CA051910559","F","NA",36,"Bujwanga (19)"
"CA051910565","M","27",16,"Bujwanga (19)"
"CA051810535","M","NA",14.8571428571429,"Luanda (18)"
"CA031210347","M","NA",41,"Bumala A (12)"
"CA031210355","F","37",16,"Bumala A (12)"
"CA020510136","F","57",51,"Kamunuoit (5)"
"CA020510135","M","85",51,"Kamunuoit (5)"
"CA020510144","F","44",21,"Kamunuoit (5)"
"CA031110328","M","36",11,"Ikonzo (11)"
"CA031110324","M","36",21,"Ikonzo (11)"
"CA031110323","F","49",26,"Ikonzo (11)"
"CA030810226","M","56",51,"Igero (8)"
"CA030810230","F","NA",36,"Igero (8)"
"CA030810227","M","76.5",51,"Igero (8)"
"CA030810233","M","46",26,"Igero (8)"
"CA030810232","F","50",31,"Igero (8)"
"CA031310376","M","54.5",51,"Yiro West (13)"
"CA031310380","M","NA",41,"Yiro West (13)"
"CA031310385","F","39",21,"Yiro West (13)"
"CA031310387","F","38",16,"Yiro West (13)"
"CA031310382","F","36",31,"Yiro West (13)"
"CA031310388","M","28",11,"Yiro West (13)"
"CA010110023","F","54",31,"East Siboti (1)"
"CA010110018","F","85",51,"East Siboti (1)"
"CA010110029","M","31",11,"East Siboti (1)"
"CA010110025","F","30",26,"East Siboti (1)"
"CA020610174","M","62",26,"Karisa (6)"
"CA020610169","F","NA",46,"Karisa (6)"
"CA020610177","F","43",21,"Karisa (6)"
"CA020610170","F","NA",41,"Karisa (6)"
"CA031210346","F","NA",36,"Bumala A (12)"
"CA031210354","F","35",16,"Bumala A (12)"
"CA031210348","F","NA",31,"Bumala A (12)"
"CA031210343","M","92.5",51,"Bumala A (12)"
"CA041610470","F","NA",36,"Ojwando B (16)"
"CA041610473","F","43",21,"Ojwando B (16)"
"CA041610466","F","NA",46,"Ojwando B (16)"
"CA041610477","M","39",11,"Ojwando B (16)"
"CA041610478","M","19",11,"Ojwando B (16)"
"CA020410110","F","NA",41,"Mabusi (4)"
"CA020410107","M","76",51,"Mabusi (4)"
"CA020410113","M","55",26,"Mabusi (4)"
"CA020410109","M","NA",46,"Mabusi (4)"
"CA020410119","M","30",11,"Mabusi (4)"
"CA030710204","M","31",31,"Otimong (7)"
"CA030710205","M","39",26,"Otimong (7)"
"CA030710206","F","37",21,"Otimong (7)"
"CA030710198","F","40.5",51,"Otimong (7)"
"CA051910555","F","57.5",51,"Bujwanga (19)"
"CA051910558","M","NA",41,"Bujwanga (19)"
"CA051910569","M","35",26,"Bujwanga (19)"
"CA051910562","M","45",21,"Bujwanga (19)"
"CA041710501","M","NA",36,"Kodiere (17)"
"CA041710500","F","NA",36,"Kodiere (17)"
"CA041710498","F","NA",41,"Kodiere (17)"
"CA041710507","M","21",11,"Kodiere (17)"
"CA010310083","F","30",26,"Kokare (3)"
"CA010310075","M","66",51,"Kokare (3)"
"CA010310078","F","NA",41,"Kokare (3)"
"CA010310084","F","37",21,"Kokare (3)"
"CA010310085","M","33",11,"Kokare (3)"
"CA010310088","M","36",11,"Kokare (3)"
"CA030910266","M","37",16,"Bulwani (9)"
"CA030910268","M","31",11,"Bulwani (9)"
"CA030910258","M","NA",41,"Bulwani (9)"
"CA030910259","F","NA",41,"Bulwani (9)"
"CA051810526","F","NA",46,"Luanda (18)"
"CA051810537","F","62",11,"Luanda (18)"
"CA051910561","M","33",31,"Bujwanga (19)"
"CA041710499","M","NA",41,"Kodiere (17)"
"CA041710506","M","21",16,"Kodiere (17)"
"CA041710497","M","NA",46,"Kodiere (17)"
"CA010310079","F","NA",41,"Kokare (3)"
"CA010310076","F","NA",46,"Kokare (3)"
"CA010310077","F","NA",46,"Kokare (3)"
"CA010310087","M","30",11,"Kokare (3)"
"CA010310081","M","NA",36,"Kokare (3)"
"CA010310086","F","30",11,"Kokare (3)"
"CA030910265","F","54",16,"Bulwani (9)"
"CA030910260","M","NA",36,"Bulwani (9)"
"CA030910263","F","51",26,"Bulwani (9)"
"CA030910262","M","45",26,"Bulwani (9)"
"CA030910261","M","40",31,"Bulwani (9)"
"CA030910267","F","27",16,"Bulwani (9)"
"CA030910264","F","41",21,"Bulwani (9)"
"CA051810530","F","NA",36,"Luanda (18)"
"CA051810529","F","NA",41,"Luanda (18)"
"CA031410411","F","54",31,"Simur East (14)"
"CA031410412","M","35",31,"Simur East (14)"
"CA031410408","F","NA",46,"Simur East (14)"
"CA031410415","M","33",21,"Simur East (14)"
"CA031410407","M","NA",46,"Simur East (14)"
"CA031410413","M","50",26,"Simur East (14)"
"CA010210049","M","NA",41,"Kidera (2)"
"CA010210053","F","30",26,"Kidera (2)"
"CA010210058","M","40",11,"Kidera (2)"
"CA010210055","M","37",21,"Kidera (2)"
"CA010210056","M","52",16,"Kidera (2)"
"CA031010292","M","54",31,"Bukati (10)"
"CA031010293","M","57",31,"Bukati (10)"
"CA031010287","M","NA",46,"Bukati (10)"
"CA031010290","F","NA",41,"Bukati (10)"
"CA031010296","M","46",16,"Bukati (10)"
"CA041510446","M","25",11,"Namboboto (15)"
"CA041510436","M","NA",46,"Namboboto (15)"
"CA041510445","F","45",16,"Namboboto (15)"
"CA052010592","F","33",31,"Magombe East (20)"
"CA052010593","M","44",26,"Magombe East (20)"
"CA020510138","M","NA",46,"Kamunuoit (5)"
"CA020510143","F","40",26,"Kamunuoit (5)"
"CA020510147","M","35",16,"Kamunuoit (5)"
"CA020510145","M","27",16,"Kamunuoit (5)"
"CA020510148","M","28",11,"Kamunuoit (5)"
"CA031110321","M","36",31,"Ikonzo (11)"
"CA031110325","F","24",21,"Ikonzo (11)"
"CA031110318","M","NA",46,"Ikonzo (11)"
"CA031110322","F","46",31,"Ikonzo (11)"
"CA031110319","M","NA",41,"Ikonzo (11)"
"CA031110320","M","NA",36,"Ikonzo (11)"
"CA030810238","F","44",16,"Igero (8)"
"CA030810234","M","37",26,"Igero (8)"
"CA030810231","F","NA",36,"Igero (8)"
"CA030810229","M","NA",41,"Igero (8)"
"CA030810236","M","42",16,"Igero (8)"
"CA030810235","F","57",21,"Igero (8)"
"CA031310379","F","NA",46,"Yiro West (13)"
"CA031310384","M","35",26,"Yiro West (13)"
"CA031310386","M","42",21,"Yiro West (13)"
"CA031310382","F","NA",36,"Yiro West (13)"
"CA031310383","F","44",26,"Yiro West (13)"
"CA031310387","F","40",21,"Yiro West (13)"
"CA010110021","M","NA",46,"East Siboti (1)"
"CA010110022","F","NA",41,"East Siboti (1)"
"CA010110026","M","65",26,"East Siboti (1)"
"CA010110024","M","45",31,"East Siboti (1)"
"CA020610175","F","NA",36,"Karisa (6)"
"CA020610176","M","57",26,"Karisa (6)"
"CA020610173","M","NA",36,"Karisa (6)"
"CA020610171","M","NA",46,"Karisa (6)"
"CA020610178","F","47",21,"Karisa (6)"
"CA041610471","F","39",31,"Ojwando B (16)"
"CA041610476","M","34",16,"Ojwando B (16)"
"CA041610472","F","75",31,"Ojwando B (16)"
"CA041610470","F","NA",41,"Ojwando B (16)"
"CA020410116","F","59",26,"Mabusi (4)"
"CA031210345","F","NA",46,"Bumala A (12)"
"CA051810533","M","50",26,"Luanda (18)"
"CA051810536","F","36",16,"Luanda (18)"
"CA031410406","M","50",51,"Simur East (14)"
"CA031410417","M","24",11,"Simur East (14)"
"CA031410416","F","46",11,"Simur East (14)"
"CA031410409","M","NA",41,"Simur East (14)"
"CA031410410","F","NA",36,"Simur East (14)"
"CA010210050","M","NA",41,"Kidera (2)"
"CA010210051","M","NA",31,"Kidera (2)"
"CA010210052","M","58",31,"Kidera (2)"
"CA010210048","F","NA",46,"Kidera (2)"
"CA010210047","F","NA",46,"Kidera (2)"
"CA031010288","M","NA",46,"Bukati (10)"
"CA031010299","M","25",11,"Bukati (10)"
"CA031010295","M","49",21,"Bukati (10)"
"CA031010294","F","48",26,"Bukati (10)"
"CA031010289","M","NA",41,"Bukati (10)"
"CA031010291","M","NA",36,"Bukati (10)"
"CA052010591","F","34",31,"Magombe East (20)"
"CA020510144","F","44",26,"Kamunuoit (5)"
"CA020510141","M","NA",36,"Kamunuoit (5)"
"CA020510139","F","NA",41,"Kamunuoit (5)"
"CA031110327","M","33",16,"Ikonzo (11)"
"CA031110326","M","43",16,"Ikonzo (11)"
"CA031110328","M","45",16,"Ikonzo (11)"
"CA031110324","M","36",26,"Ikonzo (11)"
"CA031110323","F","58",31,"Ikonzo (11)"
"CA030810228","M","70",51,"Igero (8)"
"CA030810233","M","NA",31,"Igero (8)"
"CA030810232","F","NA",36,"Igero (8)"
"CA030810230","F","NA",41,"Igero (8)"
"CA031310378","M","49",51,"Yiro West (13)"
"CA031310388","M","29",16,"Yiro West (13)"
"CA031310380","M","NA",46,"Yiro West (13)"
"CA031310385","F","43",26,"Yiro West (13)"
"CA010110029","M","33",16,"East Siboti (1)"
"CA010110025","F","32",31,"East Siboti (1)"
"CA010110023","F","NA",36,"East Siboti (1)"
"CA020610174","M","77",31,"Karisa (6)"
"CA020610169","F","65.5",51,"Karisa (6)"
"CA020610177","F","57",26,"Karisa (6)"
"CA020610170","F","NA",46,"Karisa (6)"
"CA020610179","M","34",16,"Karisa (6)"
"CA041610466","F","43",51,"Ojwando B (16)"
"CA041610477","M","40",16,"Ojwando B (16)"
"CA041610473","F","48",26,"Ojwando B (16)"
"CA020410108","M","49.5",51,"Mabusi (4)"
"CA020410109","M","55",51,"Mabusi (4)"
"CA020410110","F","NA",46,"Mabusi (4)"
"CA051910569","M","40",31,"Bujwanga (19)"
"CA051910562","M","45",26,"Bujwanga (19)"
"CA041710498","F","NA",46,"Kodiere (17)"
"CA041710500","F","NA",41,"Kodiere (17)"
"CA041710497","M","65.5",51,"Kodiere (17)"
"CA010310076","F","38.5",51,"Kokare (3)"
"CA010310077","F","50",51,"Kokare (3)"
"CA010310085","M","42",16,"Kokare (3)"
"CA010310084","F","47",26,"Kokare (3)"
"CA010310088","M","38",16,"Kokare (3)"
"CA030910266","M","40",21,"Bulwani (9)"
"CA030910268","M","36",16,"Bulwani (9)"
"CA030910259","F","NA",46,"Bulwani (9)"
"CA030910258","M","NA",46,"Bulwani (9)"
"CA051810533","M","50",31,"Luanda (18)"
"CA051810537","F","75",16,"Luanda (18)"
"CA051810536","F","41",21,"Luanda (18)"
"CA051810529","F","NA",46,"Luanda (18)"
"CA031410410","F","NA",41,"Simur East (14)"
"CA031410413","M","53",31,"Simur East (14)"
"CA031410417","M","29",16,"Simur East (14)"
"CA031410416","F","47",16,"Simur East (14)"
"CA031410409","M","NA",46,"Simur East (14)"
"CA031410408","F","51",51,"Simur East (14)"
"CA031410411","F","NA",36,"Simur East (14)"
"CA020410114","F","73",31,"Mabusi (4)"
"CA020410111","M","NA",41,"Mabusi (4)"
"CA020410112","M","NA",36,"Mabusi (4)"
"CA020410117","F","71",21,"Mabusi (4)"
"CA020410118","M","45",16,"Mabusi (4)"
"CA020410119","M","39",16,"Mabusi (4)"
"CA020410113","M","63",31,"Mabusi (4)"
"CA041710501","M","NA",41,"Kodiere (17)"
"CA041710499","M","NA",46,"Kodiere (17)"
"CA041710506","M","30",21,"Kodiere (17)"
"CA041710507","M","27",16,"Kodiere (17)"
"CA010310079","F","NA",46,"Kokare (3)"
"CA010310078","F","NA",46,"Kokare (3)"
"CA010310081","M","NA",41,"Kokare (3)"
"CA010310087","M","34",16,"Kokare (3)"
"CA010310086","F","31",16,"Kokare (3)"
"CA010310083","F","35",31,"Kokare (3)"
"CA030910265","F","57",21,"Bulwani (9)"
"CA030910260","M","NA",41,"Bulwani (9)"
"CA030910263","F","53",31,"Bulwani (9)"
"CA030910262","M","47",31,"Bulwani (9)"
"CA030910261","M","NA",36,"Bulwani (9)"
"CA030910267","F","32",21,"Bulwani (9)"
"CA030910264","F","47",26,"Bulwani (9)"
"CA051810526","F","68.5",51,"Luanda (18)"
"CA051810530","F","NA",41,"Luanda (18)"
"CA031410412","M","NA",36,"Simur East (14)"
"CA031410407","M","51.5",51,"Simur East (14)"
"CA031410415","M","45",26,"Simur East (14)"
"CA010210050","M","NA",46,"Kidera (2)"
"CA010210051","M","NA",36,"Kidera (2)"
"CA010210056","M","57",21,"Kidera (2)"
"CA010210052","M","NA",36,"Kidera (2)"
"CA010210055","M","42",26,"Kidera (2)"
"CA010210053","F","40",31,"Kidera (2)"
"CA031010299","M","30",16,"Bukati (10)"
"CA031010295","M","54",26,"Bukati (10)"
"CA031010294","F","52",31,"Bukati (10)"
"CA031010289","M","NA",46,"Bukati (10)"
"CA031010291","M","NA",41,"Bukati (10)"
"CA031010296","M","45",21,"Bukati (10)"
"CA031010290","F","NA",46,"Bukati (10)"
"CA041510445","F","41",21,"Namboboto (15)"
"CA041510446","M","30.5",16,"Namboboto (15)"
"CA052010591","F","NA",36,"Magombe East (20)"
"CA052010592","F","NA",36,"Magombe East (20)"
"CA052010593","M","NA",31,"Magombe East (20)"
"CA020510147","M","40",21,"Kamunuoit (5)"
"CA020510144","F","49",31,"Kamunuoit (5)"
"CA020510141","M","NA",41,"Kamunuoit (5)"
"CA020510139","F","NA",46,"Kamunuoit (5)"
"CA020510146","M","44",21,"Kamunuoit (5)"
"CA031110328","M","50",21,"Ikonzo (11)"
"CA031110324","M","40",31,"Ikonzo (11)"
"CA031110325","F","26",26,"Ikonzo (11)"
"CA031110321","M","NA",36,"Ikonzo (11)"
"CA031110327","M","34",21,"Ikonzo (11)"
"CA031110326","M","52",21,"Ikonzo (11)"
"CA031110323","F","NA",36,"Ikonzo (11)"
"CA030810233","M","NA",36,"Igero (8)"
"CA030810232","F","NA",41,"Igero (8)"
"CA030810234","M","38",31,"Igero (8)"
"CA030810230","F","NA",46,"Igero (8)"
"CA030810238","F","49",21,"Igero (8)"
"CA031310385","F","45",31,"Yiro West (13)"
"CA031310388","M","32",21,"Yiro West (13)"
"CA031310383","F","45",31,"Yiro West (13)"
"CA031310387","F","44",26,"Yiro West (13)"
"CA031310382","F","NA",41,"Yiro West (13)"
"CA010110025","F","NA",36,"East Siboti (1)"
"CA010110029","M","40",21,"East Siboti (1)"
"CA010110023","F","NA",41,"East Siboti (1)"
"CA010110024","M","NA",36,"East Siboti (1)"
"CA020610176","M","65",31,"Karisa (6)"
"CA020610175","F","NA",41,"Karisa (6)"
"CA020610173","M","NA",41,"Karisa (6)"
"CA020610174","M","NA",36,"Karisa (6)"
"CA020610177","F","64",31,"Karisa (6)"
"CA030810234","M","NA",31.1428571428571,"Igero (8)"
"CA010210048","F","43.5",51,"Kidera (2)"
"CA010210047","F","31",51,"Kidera (2)"
"CA010210058","M","43",16,"Kidera (2)"
"CA010210049","M","NA",46,"Kidera (2)"
"CA031210353","M","44",26,"Bumala A (12)"
"CA031210355","F","43",21,"Bumala A (12)"
"CA031210351","F","67",31,"Bumala A (12)"
"CA031210354","F","56",26,"Bumala A (12)"
"CA031210346","F","NA",46,"Bumala A (12)"
"CA041610472","F","NA",36,"Ojwando B (16)"
"CA041610470","F","NA",46,"Ojwando B (16)"
"CA041610473","F","NA",31,"Ojwando B (16)"
"CA041610477","M","41",21,"Ojwando B (16)"
"CA020410113","M","NA",36,"Mabusi (4)"
"CA020410118","M","54",21,"Mabusi (4)"
"CA020410117","F","81",26,"Mabusi (4)"
"CA020410119","M","47",21,"Mabusi (4)"
"CA030710208","F","NA",26,"Otimong (7)"
"CA030710207","F","54",26,"Otimong (7)"
